cluster,pathway_rank,pathway
25,41,Positive regulation of antigen processing and presentation
25,42,Regulation of dendritic cell antigen processing and presentation
25,43,Cellular response to biotic stimulus
25,44,Negative regulation of leukocyte apoptotic process
25,45,Regulation of leukocyte proliferation
25,46,Positive regulation of nuclear transcribed mrna catabolic process deadenylation dependent decay
25,47,Response to granulocyte macrophage colony stimulating factor
25,48,Negative t cell selection
25,49,Positive regulation of cytosolic calcium ion concentration
25,50,Antigen processing and presentation of peptide antigen
25,51,Biological process involved in interaction with host
25,52,Dendritic cell antigen processing and presentation
