parent_cluster,child_cluster,child_annotation,child_free_label,flow_cells,parent_fraction,child_fraction,gene,parent_selected_mass50,child_selected_mass50,parent_rank,child_rank,parent_mean_abs_attr,child_mean_abs_attr,parent_attribution_share,child_attribution_share,log2_child_parent_attribution_change,gene_status,taxonomy_tier,taxonomy_categories,displayed_in_parent_heatmap,n_sibling_children_selected,child_selection_scope
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,ATRX,False,True,154,59,1.2304024,2.9354532,0.0012304024785930164,0.0029354532422408873,1.2544529613645576,child_emergent,not_in_taxonomy,,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,B2M,True,True,1,2,69.17712,40.729095,0.0691771244187483,0.040729095586087734,-0.7642352656503506,inherited_stable,not_in_taxonomy,,True,4,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,BHLHE40,False,True,76,36,2.3514757,4.382691,0.002351475850202542,0.004382691063066499,0.8982504705386823,child_emergent,support,Checkpoint_exhausted,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,BTG2,False,True,98,53,1.7858696,3.2573102,0.0017858697140739638,0.0032573102468723782,0.867054303074768,child_emergent,not_in_taxonomy,,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CCL3,True,True,18,32,6.1042237,4.598275,0.006104224089912564,0.004598275066168732,-0.4087151554864874,inherited_stable,core,Chemokine_inflammatory,False,3,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CCL4,True,True,10,18,9.301747,6.205886,0.009301747594157127,0.006205886089302099,-0.5838645762765902,inherited_stable,core,Chemokine_inflammatory,False,4,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CCL4L2,True,False,29,263,5.0639415,0.7702154,0.005063941823463639,0.000770215411083325,-2.716926933902971,parent_not_retained,support,Chemokine_inflammatory; trNK,False,2,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CCL5,True,True,8,10,10.1508875,9.389793,0.01015088814839671,0.00938979313511821,-0.11244068143679176,inherited_stable,core,Chemokine_inflammatory; adaptive_NK_CMV; adaptive_NK_nonCMV,True,4,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CD247,True,True,38,51,3.922161,3.2977233,0.003922161250531422,0.0032977233474539187,-0.25017847642244706,inherited_stable,not_in_taxonomy,,False,3,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CD52,True,False,63,83,2.714381,2.100498,0.002714381173383432,0.002100498030225963,-0.36989189576834536,parent_not_retained,support,adaptive_NK_nonCMV,True,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,CD69,True,True,46,48,3.4011457,3.656351,0.00340114591725112,0.003656351052614537,0.10438369024984916,inherited_stable,core,trNK,False,2,sibling_shared
